x1,x2,x3,x4,x5,x6,t
-4649.498487362053,-9449.960048258385,423.6437302547482,386.06251058564226,-129.74573634832478,5010.668429670097,478766.5499639764
-4706.6363036292105,-9497.293742523523,855.0086525121787,430.3284104165393,-116.18974106856254,4745.387111579254,685496.967448798
-4864.952593621553,-9325.391859806496,470.4537572511522,331.60374328386877,-112.39277927879576,4900.794474376153,491496.96774307423
-4835.825298449519,-9150.510720555732,928.1088061905252,88.6745867307867,-125.42105219085819,4723.904345760304,687592.196448181
-4889.303109614516,-9325.892882825628,653.059373833494,0.2765990268566725,-122.70887236516543,4604.745311370063,534861.0057376031
-4815.894866152713,-9651.15212661498,669.3486914516603,-9.191988580228951,-119.71363655894176,4685.688267041686,545365.2011284253
-4676.326391860036,-9059.063910928508,1202.4285797546222,636.5074667832325,-114.71586100451312,4898.206019506398,888476.7431807717
-4792.010561273344,-9326.85144059461,557.7493817146755,413.1378326441001,-119.3681115769748,4898.8877394011215,543206.7823541973
-4613.894174685399,-9300.52754677623,445.1948032600344,32700.0,21.0,4924.375062842877,3716968.5729971076
-4597.839057576975,-9503.551486324459,786.9832154957218,552.0235703940223,-119.51055189872159,4695.766519482427,661169.2189265286
-4767.705615450988,-9412.310210623174,1018.1544695752598,447.4173054641913,-120.81731283572938,4807.136393012028,772055.5801213592
-4782.172660789302,-9393.594723292597,817.4343981891143,50.229330765328115,-122.11315323024048,4733.272200873447,628325.1349719572
-4820.247919771897,-9320.526912010526,428.1551962954014,345.97968051457514,-123.0812467810798,5018.294492113217,477675.9310339709
-4750.401867761798,-9600.916287429889,397.6939691791847,-489.47157185617164,-120.11971987214811,4994.1618811454055,377055.6536936607
-4779.569353225786,-9465.09184360263,819.491614872428,303.0406373412856,-121.63592998347039,4770.356258243398,656324.8942709739
20.0,2192.0,2192.0,124.36807021380918,-122.39895802974877,-20.0,1112485.284622423
-4750.594851477159,-8996.677080083304,545.2783196355917,805.1423469774752,-119.68337598601764,4850.230713230881,574502.3937243721
-4599.02834673668,-9338.464797950533,627.0450134465367,196.93019752315962,-110.51254949252375,4848.611685899009,553712.6283880254
-4706.169092329517,-9099.825009893877,826.4741824636691,-20.272568159698665,-120.11758404662426,4694.952379978018,624562.1188651926
-4623.462944484298,-9278.046886485423,696.1701604995839,333.5163616419188,-121.62876712187196,4747.702890478491,597024.8851757763
-4809.495105254165,-9101.467570062998,637.4496572917128,153.29316849551964,-110.78334645943663,4665.7739196428,545933.4057725316
-4827.570984261561,-8828.121961463907,980.722098310832,571.4733475677324,-120.66439393283417,4844.44093171778,768947.8722238912
-4593.61816820038,-8721.87463473241,692.2021218075203,309.2022114713673,-118.90610813871179,4762.676174249685,594640.2983805684
-4768.734389029038,-9263.360205960267,1134.4971843731573,469.4603706615194,-114.39385949648309,4688.028987493889,826818.362320954
-4649.129760315672,-9280.989972272724,589.8627703974339,550.1471539303094,-123.67416273954123,4539.094558674823,555094.5149390675
-4636.125891982761,-9237.661955571988,890.974236568444,746.3736564904933,-118.47840897588587,4631.714498800576,730004.8553078773
-4740.388616548848,-9386.76087725386,543.3657121368972,1001.1436744246796,-121.73002605084935,4717.907755512597,585633.9006771815
-4551.799802038043,-9288.410182013138,1011.7330400377966,642.2053743935396,-132.01505127533696,4602.437137308278,778395.2589097808
-4735.946562126317,-8975.431179776264,882.4474593664114,131.58947802556423,-125.33141889712405,4638.9246766185,665216.6996155703
-4464.094436933949,-9012.524656142465,707.1532888161771,-21.605298325677495,-119.73948018766444,4703.242140015155,565407.8856839773
-4430.263656169176,-9215.611092189272,788.9722437751661,264.6934732911295,-119.65486646571978,4763.0076358146,637471.7994749073
-4700.2450761206455,-8510.503774041288,1168.2138076070141,254.77151170452277,-122.65467314415015,4553.787029186606,817234.1005907095
-4769.673291805153,-9165.161581330098,989.9854495549638,157.2487787665763,-117.79195472954719,4790.160372331882,728673.6645125392
-4842.308113809988,-8857.621722017824,997.8510989645868,-3.867709362089215,-118.06185046740278,4587.248751503518,707049.3372873879
-4507.051017051357,-9342.111048915676,955.5591025856834,293.9962824365506,-115.970176149158,4735.798724341177,722036.4392691683
-4622.123505292894,-8784.140827064735,1045.915690523683,322.36693342334354,-123.23157425583437,4606.377564102607,764852.5573249537
-4719.536793088858,-8592.11170707215,811.3543337197901,487.64373606235904,-116.62066347520941,4575.299968264777,662977.6116531314
-4678.353541087209,-8856.52620458719,1003.8440184174424,558.489724561138,-121.33699865243172,4754.778321353017,774676.9307708279
-4609.955337299847,-9242.29829725911,1276.9853551953302,596.4996022242723,-112.4504762855001,4636.600049107611,908259.2462075707
-4562.065567147017,-9043.99038556594,1160.6909413013036,54.037702999036355,-123.5263537260235,4844.082061441939,806700.8360527823
-4759.408000757261,0.0,0.0,254.1949639039321,-119.5359851642639,4524.994266371753,251198.14937292
-4655.9691886371265,-8512.481566975019,509.8787379041433,216.93070313104403,-115.77975703422116,4568.8279585923865,485034.4168921321
-4638.61594784462,-9248.284134273325,978.7593198720058,842.7738786577258,-115.5794731429773,4803.815015313278,792117.7678843533
-4583.7712819492035,-8957.898474704298,730.4062268167744,246.28861159295346,-110.96032364524092,4520.259054087878,594788.272691738
-4554.825026683367,-9152.380584079667,1715.3399743641294,218.2933861833533,-111.71028929324059,4902.38577526083,1103117.5450071008
-4511.917212632292,-8663.38252536958,1143.5324152683324,725.8461845211249,-112.96332534266111,4742.415877841918,861099.5354854361
-4644.591797500209,-9036.512749261552,1009.5838154757445,756.8543423775704,-117.91067734214948,4645.732789381217,791520.4250309612
-4480.101036257975,-9044.432376116692,1441.545169662064,458.06124941577036,-116.3563802356297,4686.367785577684,979651.7781264188
-4592.998807565075,-8803.556793239408,886.4145161361678,310.85703620923704,-123.7996605029889,4712.275339805194,689204.1243743997
-4425.899032311162,-9255.33881543678,1023.8624032380412,248.68941946750903,-119.21091172690423,4508.884778946338,740519.394123441
-4677.5931593306095,-8876.100883002298,752.2339730876283,62.994740725583085,-116.21950043770468,4582.852986147694,590681.2023574184
-4449.670205499797,-8955.174313311893,740.2845986200809,264.1830822384221,-110.5169321866247,4605.2523961633915,605786.2488839527
-4534.1613703149005,-8859.371243664846,995.0730176205791,156.33574702910414,-126.41575472119771,4658.097679649425,725249.8710824559
-4649.334718209665,-8872.954516774691,683.2071987763636,473.35648550939544,-117.74590225922995,4711.8368048700195,603663.2415763173
-4538.773262336166,-8885.825974645297,816.2308417155209,126.89349101130466,-115.17092764127342,4575.548094186243,628695.7824293576
-4614.451811134915,-8834.842801980229,1014.7732270788806,337.5847404627617,-120.60055747752159,4618.491912579104,751292.9789884462
-4513.754526353723,-8945.699852741067,1101.7878108064995,777.6923480237956,-114.71431352370348,4604.575225824437,837870.3016685977
-4472.611563617209,-8846.14793066169,1418.9204571764403,537.6183116420423,-121.27586124125969,4520.124754429905,968439.7748011748
-4597.343987810942,-8810.917473222109,978.8598610694264,834.6987336230663,-114.0477298794361,4672.360089514137,785797.8497378048
-4644.377944723415,-8990.131683796506,1325.8489577488356,883.7689782881657,-110.35135692540096,4556.143801429465,957971.7157561465
-4509.832256030452,-8895.297923209318,1598.811346715207,115.20559196293743,-127.54646484413941,4603.71165320848,1020206.5192188718
-4596.924152508573,-8998.218596950785,1730.9323481953952,446.75685364417086,-112.90369287763578,4674.860648933263,1122734.1838168474
192.0,-8575.89933619578,1249.3868132482542,-16.444862181362453,-114.09764164595799,-192.0,593748.4378350988
-4402.886468404548,-8709.412539802082,1230.0009882339468,688.0911172200282,-111.8612623517381,4523.841938272432,889534.6534029503
-4395.416569122466,-8615.843358783499,1263.202249532526,807.4942864172065,-109.6875707281369,4389.329622741528,911565.943475375
-4546.265027028841,51.0,51.0,-119.13162424820916,-112.22928965355443,4674.095380359636,246959.16786116836
-4514.283279303114,-8548.765504736504,1022.9838076443771,881.180980354376,-109.42769932589232,4572.5977635264435,808131.1916174247
-4274.727734764486,-8933.090369247204,1013.8862571796319,511.93992422249283,-124.26496956152491,4563.509367473751,765343.8844980381
-4532.684153091525,-8616.52655189585,1393.862234895502,454.25273538701566,-118.71552153755124,4571.449717666589,950662.4786695909
-4300.660730883956,-8752.783865627041,1423.4326768242686,653.8898018185453,-116.44048020214669,4649.522980059934,989024.8821924748
-4511.712793755151,-8723.792924463505,1403.4529700229614,957.585616969405,-106.49307684463973,4581.947733947419,1006071.4319070736
-4612.294752214569,-8816.609289176333,1597.4426124590743,467.7106448877514,-115.3339551169106,4518.966101300763,1050706.1296090682
-4483.03257022136,-8995.116653312927,1144.768096859147,433.5349838578412,-111.67112061468004,4522.240110039152,820717.3690865526
-4413.840424105876,-8875.071692511596,1786.5646317098547,928.0296292818318,-112.29293687849069,4461.785831198909,1188325.4091149317
-4402.666693522312,-8737.42114655699,1797.9949006862141,1096.9110257451798,-116.2707930813213,4507.57678720885,1213535.9407008411
-4301.782164420576,-8891.686292335571,1114.6790854598669,806.9975643432258,-115.47808887945875,4526.321628750815,843479.208434894
-4300.021252370481,-8919.044509964837,1149.1582502822039,821.5614716153132,-112.35184775500645,4327.815072265151,852187.1090658868
-4320.744625139989,-8744.668963860408,1631.4253119577297,-138.96062297731999,-105.47218643201903,4293.027364898666,995928.0433744868
-4486.2123078809645,-8323.309027153045,1290.9600317878062,75.53153058900148,-112.40582177357778,4429.835207645134,854937.5849359981
-4249.708136598355,-8727.132917851857,1373.0385582476445,951.7156337284025,-106.55956196048714,4587.056042201823,990551.1615224727
-4472.45176834903,-8502.687250034842,1111.6233374527353,346.2413766736314,-111.83334442204882,4473.880556513415,794131.2965341421
-4349.017392571545,-8491.244602579223,1620.1580658841979,208.95583182947792,-116.35998962156937,4496.93282382742,1035861.3766312387
-4235.124102242834,-8726.543337041361,1216.7541204295555,448.6773196937287,-113.6659252438947,4425.011389498307,854005.6859077213
-4340.512392323286,-8561.326329778181,1774.303957644263,333.72857509643956,-116.87514514863447,4305.320530842671,1115670.644201042
-4452.671051026194,-8332.12500120446,1419.8623021940941,464.111122161965,-116.53923828451347,4227.55314215608,948115.6492739364
-4282.374867287723,-8594.862184700178,1874.3975344676433,788.5087950964507,-115.74637924955745,4385.661436928437,1215141.1823319702
-4528.591808255013,-8512.409770127724,1513.5416830323213,746.72461851938,-109.76040695779298,4273.424200348153,1025088.0019729801
-4413.302714461544,-8463.104702647446,1749.7874577376303,865.2491748583145,-115.16547606597483,4357.189542075887,1159376.5372054295
-4311.186773859729,-8602.610386653134,1245.0838491938175,503.87827176569795,-114.27312432896215,4234.493415899606,864442.1857286462
-4364.92202019703,-8678.308538279482,1600.140407634004,763.6842556200254,-104.15242202056076,4528.611412790939,1082477.494026067
-4242.479058388906,-8576.407279143994,1259.8714468080298,648.4818054517426,-116.17363356185712,4486.605567729475,898969.0815141592
-4324.40847131767,-8934.049030614558,1777.9929461428433,903.1543799882106,-108.90512735940518,4394.38129086956,1178055.113091048
-4574.53782087384,-8549.573758968854,1523.0615812447538,353.939012662778,-107.31534756470046,4399.783786020124,996797.3004465976
-4264.850905142685,-8447.636550026771,1373.9721842686774,158.0616225575685,-107.4126929516906,4252.609105107161,895571.5530771848
-4406.2897692155575,-8400.224390134217,1545.0542042922996,424.45852572138756,-110.09126647357022,4351.812981186894,1012807.3486121364
-4219.992790411517,-8741.334340498399,1597.233993114493,736.4436280950324,-113.09001312389769,4483.792158833419,1075928.78595622
-4362.332990888345,-8388.20964408371,1589.346330633686,597.2589406508722,-100.60984369146571,4332.044405612566,1051277.0635722333
-4268.336400042584,-8462.91895099874,1450.7053683966747,771.7444115535232,-108.68992621237018,4397.269716432353,1002503.9552580797
-4130.701971729286,-8220.031040559374,2044.8659530050843,338.8933721109995,-106.1347779773174,4368.0691659537315,1255411.524286091
-4317.413742789161,-8329.613420458072,2077.1144292224844,750.8515172157257,-113.89218396113111,4379.409142084219,1313027.8573035093
-4317.1574073960055,-8927.470417785891,1636.3889172551687,629.0352568321107,-119.57692382172029,4283.084774444237,1074292.2057544363
-4483.96202375645,-8313.246808953965,1551.7597499438755,445.3240086617565,-109.49194439074587,4453.477657006761,1023522.1853335372
-4238.4404437128205,-8774.552690048778,1469.768856970876,729.6650979167421,-111.60113316101774,4268.99952703769,1000700.4877963802
-4145.6713570542715,-8441.404989093942,1764.436358476088,636.985072120108,-108.11105297492084,4215.184191687719,1136850.9893127661
-4445.490355608811,-8321.737512163114,1548.5431725894628,547.6934175327602,-105.39117575994315,4149.643262061348,1016943.4404463631
-4294.136987222989,-8052.460802836778,1260.7828077789834,1018.7502347575539,-115.08689588010985,4275.328726059691,927087.6750360888
-4305.5389442857895,-8469.03992089338,1758.5763157342235,1056.0324710538919,-113.5278539001026,4284.8200607556655,1179227.9487699468
-4252.439765025715,-8487.548006328941,1874.7865415814301,422.8310598435476,-117.1457247442485,4304.490917112847,1174959.2010939284
-4304.297165111653,-8361.400356687765,1708.8623489385632,522.3648140656899,-105.10356641249098,4463.78301694391,1110200.0510825866
-4229.4658185638755,-8157.630772173854,2066.270154222802,838.6000910689902,-109.72244014986313,4218.386708374145,1308733.814556711
-4250.816630380693,-8685.069043220017,1706.7525825828354,866.8618688584726,-118.33199117744729,4390.665143021372,1139199.8765338983
-4359.644684042151,-8389.781432041615,1311.2112210064502,875.6576650683927,-110.02546081812757,4263.161942713849,936601.9023581962
-4208.880572075707,-8493.294023512333,1648.4963148111024,574.5089274941333,-116.93486348592046,4269.991781296907,1075248.0579736605
-4315.374412256554,-8110.7743447723515,1862.5587176682427,406.9427539538792,-99.52424440388936,4310.991570186856,1168441.7947804055
-4190.355484184511,-8083.137936255125,1477.1017324244235,443.2122113605238,-117.51911353067777,4256.502609983195,976691.8475265051
-4213.448657716279,-8082.197367024256,1814.9601829776484,882.4387402070965,-117.64465768918777,4376.229532178918,1195529.9256638947
-4347.487756072414,-8518.938653534835,1884.4969218974547,868.2365256594369,-110.58908113490104,4152.162140963494,1216656.802295027
-4317.436446212652,-7994.81113459123,1852.9468658262933,749.3125856993028,-106.65483413116759,4379.430197443878,1201561.2854462555
-4210.727318361995,-8255.578379393854,1776.9415677891054,802.8614043579906,-94.40886530577609,4193.864287742369,1159046.1413041628
-4293.188750705252,-8129.819011760458,1630.6240658872396,1043.1711929330636,-112.06392941210711,4272.4447055127785,1114128.372846516
-4289.8723191892195,-7824.287649987459,2021.715854898628,86.96719024855702,-109.378325800519,4334.149083881651,1217842.1424630363
-4308.698385634025,-8253.725754158899,2076.597627220579,688.6993503605721,-112.63167301311698,4075.6438791141195,1291541.3908972507
-4229.854254316967,-7998.411011827824,1643.8421074291757,388.1805624887008,-109.26010732349972,4265.5802006768745,1055203.6799845586
-4041.6410256193217,-8175.28350948865,1712.816020076969,1397.2520087862772,-105.84060478963899,4253.721463254187,1189616.862064831
-4136.268622003822,-8337.985447342036,2055.424626814857,1060.4848355422032,-108.12783575707142,4166.468762134923,1322498.1335494723
-3989.344033760549,-8114.691807974778,1707.4495932687382,581.9044195490443,-112.20321872983209,4137.85891510387,1099750.3465795303
-4176.791635257882,-8187.680282020336,1897.4260028275046,339.39292752094445,-110.37060300326098,4095.5546219017897,1168185.5710781608
-4114.39570310402,-8313.125233763492,1809.3238983412994,900.726777566726,-111.42789129661844,4126.070274469943,1181511.4016149617
-4055.5909819894605,-8242.738450926174,2075.9186677900425,1162.070823223527,-111.04801240246512,3990.8250514582573,1334348.7002069452
-4029.273657403099,-8050.6518223654775,1961.841830940436,746.9570448208608,-112.49882427071603,4187.809450905267,1246092.5534415622
-4054.4463321213075,-7720.591252139365,1954.473322465124,1281.314624911202,-111.67101682333043,4155.8494089715805,1295002.6779881117
-4186.818194746333,-8230.555178880195,1984.7535079872935,1092.5117740007602,-118.09524570724346,4226.706628718714,1293619.1860035136
-4193.3071464645045,-8221.235939366377,1677.8108811095087,740.2797531733205,-109.82308856165115,4159.403613370356,1101580.3133423266
-4079.9356998661474,-8157.075878780979,1647.5201835219673,1104.526176668026,-100.75467744696726,4299.1907949364995,1130007.880328751
-4134.316509317401,-7833.2485925530455,1874.1137940696947,905.5168034647769,-115.5567689758433,4126.341483785606,1215500.6326000325
-4314.051552324388,-8147.617013926114,1653.304985293004,639.0038656006844,-104.61009051633476,4280.877324277909,1085430.716523113
-4048.5140204252034,-8049.462091018684,2271.863310987195,603.3885915746034,-101.4292202193809,4281.240114428391,1391418.8047318715
-4155.657347277787,-7877.173636074588,1923.5754037755746,513.9553935496349,-101.93750709308264,4152.8605621820725,1202298.102316648
-4073.804532422954,-7875.057492196694,2209.2648145353187,579.2169727928228,-112.56255605406284,4187.699566605783,1353423.9576293803
-4230.157658487109,-7861.099513117108,1927.3222720055867,495.77975578526883,-108.7940215636901,4256.830215964116,1207581.9689394864
-4154.572459287181,-7794.109978374934,1739.181007438881,1000.3319804575746,-106.47752176883286,4272.447563640091,1164909.0632734895
-4128.156307684575,-8026.942827820829,2094.1627189998208,383.8050402985274,-102.52859319916656,4035.4698916035213,1268365.4714465896
-4253.597898108409,-7880.678743260036,1938.1765946184776,758.9631498414881,-101.92653229348925,4151.620777842164,1234019.6283596547
-4070.444763919639,-7660.467986961357,2037.2329012572661,432.9083607755401,-101.44861957934157,4143.338015983653,1251052.965210347
-4064.707909885254,-7716.053477897272,1814.7670691244148,620.8081935841611,-111.12704171438885,4168.970258009906,1159764.3619039247
-4099.591226238542,-8136.385504171143,2232.663309073807,1041.6078490355574,-104.11605421154444,4232.879187172962,1413017.6489008355
-3808.253793676919,-7620.99491333921,2271.8617450892903,1291.309232893736,-102.58262895623723,4082.611855841886,1451288.1723634358
-4132.167636986452,-7937.82132146236,2178.517706896262,882.7917909735919,-106.4074418915075,4171.121845173895,1367428.8125936813
-3780.2888118800097,-8263.932990776995,2281.6452115704496,1047.9271990959207,-113.31243824424894,4058.8978549130147,1429180.0303680543
-4101.492185895817,-8192.715241104703,1697.3114220473763,649.3273483507388,-114.24646862878562,4141.033257199306,1101391.6001991283
-4022.3033621497816,-7986.157171253594,2256.6432523239123,845.2008195460427,-106.92683138834582,4235.013921643487,1405826.905441805
-3938.8645873769015,-8173.116224301516,1825.1747214728719,742.759269071137,-109.65221754300515,4148.620724820349,1175107.1604577184
-4068.9297612954206,-8005.899443294025,2239.8353114297115,1345.4846049131834,-111.28649922521859,4096.338639962185,1440467.4752220782
-4307.539262753052,-7873.928486446261,2324.697696519957,973.0784384313314,-107.90899208364603,4259.338085811496,1454087.6990395926
-4110.434198446215,-8019.237328680459,2143.2880818197864,1091.167715215323,-101.1400000993996,4051.997868673365,1364510.3154492837
-4038.1189926163515,-7592.733720938002,2457.3189255677853,869.701303430516,-109.40601213542142,4186.4759903058375,1507091.183778805
-3970.951830237281,-8110.575714579685,2076.1488579244965,1015.6734892549376,-105.06573308036496,4002.4361590054914,1320717.0614457263
-3827.2897197528205,-7587.3699476510965,2484.447920188337,417.2965559580383,-108.39715303593387,3968.813688687274,1464565.51187561
-4022.1020837203087,-7772.829817723056,1950.3696367991486,629.0397517867377,-108.1775285340049,3949.6380748682377,1217295.8703549963
-4111.108558309963,-7645.085651834251,2290.1430070345355,722.5589641066683,-112.5736879743918,3978.060452138926,1398240.5021061432
-3869.6083156460486,-7937.922641836661,2066.912094525905,822.8837470209473,-113.77415285307573,4252.49288407012,1309729.7694866115
-4042.9807404343624,-7773.140867338592,2130.719369993578,1053.8372966431434,-108.99449481628311,3860.0164858834682,1345466.6078918595
-4046.9923336689176,-7653.603440879065,2149.3695172668245,1384.8873599605595,-104.99228283899663,4120.854975900194,1401213.1512848062
-3911.7342394849315,-7961.859961805049,2335.9763846490773,654.8657499676858,-113.7285069681887,3960.3551133679744,1412793.957925099
-3933.2066402669066,-7969.9970137498,2275.02002214107,1103.0692790404753,-105.97979908174247,4044.9950068080384,1431347.269539534
-4060.955339110398,-7690.711179372313,2586.822726254135,1260.3604657515168,-105.5442930806016,4019.4312358927277,1602329.1347060949
-4040.5598119832457,-7344.005488113517,2138.347204167773,795.520042238648,-106.27156365229638,4031.859680708456,1333028.215467751
-3966.2132828525514,-7790.172041239021,2277.300305357874,972.3646240079695,-102.00902802043072,3991.769481466242,1417165.970120883
-3950.9502801322237,-7833.464278656558,2138.0915327698267,1356.8253339015394,-107.96900505746366,3953.8598755297044,1384014.122713624
-4062.7569599946128,-7552.5792621294695,2301.6276485392723,1063.7396260263408,-103.20519287884068,4037.2089756025457,1441275.9244483074
-4040.843379320673,-7562.386464492664,1972.555354698879,73.0,21.0,4002.265824614949,1175898.4163739216
-3911.2012530627912,-7571.48713280529,2418.18081253696,1744.901811554658,-112.19408606641186,4049.713754431521,1568265.6224206774
-3908.5404536971455,-7872.790684608733,2179.187572830602,766.9172083031053,-97.63667582794866,4007.3150905076145,1348157.8915143465
-3885.3261140704926,-7817.12892436657,1885.6059446236113,1132.007646958539,-105.44313130522096,3967.395788617781,1236010.491857967
-4064.3959644151932,-7257.532398225423,2384.451413898175,969.4907898033857,-103.63571244836423,3946.741736225783,1469418.0049926427
-3859.1807986081167,-7764.78926508648,2566.798227627242,896.2222188635258,-114.98808879618055,3954.7072696983582,1552516.650807243
-3926.5876389621726,-7854.479789207944,2337.442579353226,1072.6998130251684,-93.87708264369846,3717.7396233066615,1443425.1959883054
-3921.4166346822594,-7513.179421254931,2525.621272305768,1411.2842678123689,-101.36723259132056,4004.3175192531367,1586487.3831971907
-4034.7324627198127,-7904.0042936446425,2453.2329782320453,874.8988739281112,-101.95299397396232,3889.2590834292123,1489991.5456056457
-3845.6669186993513,-7635.043138032183,2269.7462107808865,521.281968300511,-115.39396102658941,4105.980052465782,1374360.0235404784
-3941.3118570689094,-7770.135603407848,2297.792056032208,1435.8242129768498,-102.92787306439844,3973.570304474808,1472896.4185361115
-3968.8904363895113,-7696.401628397832,2617.8455218398453,1156.6483231607244,-103.59435208705416,3927.903997512702,1602889.0767283242
-3774.7645647212257,-7494.159040188325,2373.9918303857417,959.5895789571969,-102.3684058265784,3912.9458436641157,1460993.0206544853
-3789.493063180363,-7488.641002134073,2724.418432454889,944.4516649571096,-103.5669877398914,3815.9163575393945,1629852.273421911
-3943.8747821050747,-7619.175143197388,2426.365717179048,575.1945726427016,-101.23324264154886,3944.228858267914,1450000.167226383
-3830.094589234678,-7443.875306807002,2391.3296769480294,979.023695096837,-103.03776833338294,3854.780482168171,1468807.2063897592
-4014.8958355655163,-7337.16063161085,2340.9569411500365,1142.3247085546518,-102.52876518454296,3923.0063069807456,1463589.1952144941
-3820.801625659823,-7519.370832440247,2167.7222020075133,1634.632170477982,-100.33934556892476,3924.67102981205,1425886.1361256333
-4070.9872712790657,-7706.590666904914,2381.104204759611,1209.846573267414,-108.58059697150142,3835.3850599436314,1485178.6468621225
-4088.2907514889766,-7298.595799846046,2537.2726477388583,1417.461781852477,-104.24952198449074,3891.2066635362307,1587752.1315671715
-3848.6864630106684,-7506.131144428797,2396.206435261395,1428.3040242694424,-103.17030614198394,3956.8068308945967,1521129.8881535782
-3855.295754916745,-7627.325026905677,2473.55484938139,858.1865527366492,-109.2396746822791,3835.3061132144085,1496437.899248031
-3763.0824652894707,-7566.295747074825,2450.1091898752165,697.0005608893689,-94.62142087820175,3969.2663055134794,1475444.0832159973
-3896.792418121487,-7614.168952005026,2732.8664380833065,860.4049821827277,-110.72150573412952,3887.523051061537,1628952.4912600734
-3745.4610090624933,-7707.454403135988,2644.4575314404146,778.909333366762,-106.67924006830795,3982.3240164750014,1581139.1019732745
-3834.032601148297,-7470.856831951923,2714.1821087035137,1538.9818398248435,-105.88439655732167,4010.6927347220803,1693962.3952123444
-3790.2811912660654,-7233.9212171433655,2405.900280503783,1303.7357310817404,-101.92835773781877,3866.191269985978,1509621.1280124504
